chrom	source	feature	start	end	score	strand	frame	attributes	Description	Name	Parent	counts
chr20	HAVANA	gene	62231922	62296213	.	+	.	ID=ENSG00000130703.17;gene_id=ENSG00000130703.17;gene_type=protein_coding;gene_name=OSBPL2;level=2;hgnc_id=HGNC:15761;havana_gene=OTTHUMG00000032909.15	OSBPL2	ENSG00000130703.17	ENSG00000130703.17	28
chr20	HAVANA	gene	62307955	62367312	.	-	.	ID=ENSG00000130702.15;gene_id=ENSG00000130702.15;gene_type=protein_coding;gene_name=LAMA5;level=2;hgnc_id=HGNC:6485;tag=ncRNA_host;havana_gene=OTTHUMG00000032908.6	LAMA5	ENSG00000130702.15	ENSG00000130702.15	14
chr20	HAVANA	gene	62642503	62685785	.	+	.	ID=ENSG00000101187.16;gene_id=ENSG00000101187.16;gene_type=protein_coding;gene_name=SLCO4A1;level=2;hgnc_id=HGNC:10953;havana_gene=OTTHUMG00000032923.5	SLCO4A1	ENSG00000101187.16	ENSG00000101187.16	9
chr20	HAVANA	gene	62774121	62776996	.	-	.	ID=ENSG00000228705.2;gene_id=ENSG00000228705.2;gene_type=lncRNA;gene_name=LINC00659;level=1;hgnc_id=HGNC:44316;havana_gene=OTTHUMG00000032931.9	LINC00659	ENSG00000228705.2	ENSG00000228705.2	8
chr20	HAVANA	gene	62816244	62841159	.	+	.	ID=ENSG00000092758.18;gene_id=ENSG00000092758.18;gene_type=protein_coding;gene_name=COL9A3;level=2;hgnc_id=HGNC:2219;havana_gene=OTTHUMG00000032938.7	COL9A3	ENSG00000092758.18	ENSG00000092758.18	14
chr20	HAVANA	gene	62877738	62937952	.	-	.	ID=ENSG00000101191.17;gene_id=ENSG00000101191.17;gene_type=protein_coding;gene_name=DIDO1;level=2;hgnc_id=HGNC:2680;tag=overlapping_locus;havana_gene=OTTHUMG00000032945.4	DIDO1	ENSG00000101191.17	ENSG00000101191.17	7
chr20	HAVANA	gene	62952707	62969585	.	+	.	ID=ENSG00000101194.18;gene_id=ENSG00000101194.18;gene_type=protein_coding;gene_name=SLC17A9;level=2;hgnc_id=HGNC:16192;havana_gene=OTTHUMG00000032951.9	SLC17A9	ENSG00000101194.18	ENSG00000101194.18	7
chr20	HAVANA	gene	63090806	63102631	.	-	.	ID=ENSG00000231133.8;gene_id=ENSG00000231133.8;gene_type=lncRNA;gene_name=HAR1B;level=2;hgnc_id=HGNC:33118;havana_gene=OTTHUMG00000140135.8	HAR1B	ENSG00000231133.8	ENSG00000231133.8	8
chr20	HAVANA	gene	63240784	63272694	.	-	.	ID=ENSG00000101198.15;gene_id=ENSG00000101198.15;gene_type=protein_coding;gene_name=NKAIN4;level=1;hgnc_id=HGNC:16191;havana_gene=OTTHUMG00000032959.4	NKAIN4	ENSG00000101198.15	ENSG00000101198.15	9
chr20	HAVANA	gene	63272785	63289790	.	+	.	ID=ENSG00000101199.13;gene_id=ENSG00000101199.13;gene_type=protein_coding;gene_name=ARFGAP1;level=1;hgnc_id=HGNC:15852;tag=ncRNA_host;havana_gene=OTTHUMG00000032965.8	ARFGAP1	ENSG00000101199.13	ENSG00000101199.13	23
chr20	HAVANA	gene	63293186	63334851	.	+	.	ID=ENSG00000101203.16;gene_id=ENSG00000101203.16;gene_type=protein_coding;gene_name=COL20A1;level=2;hgnc_id=HGNC:14670;havana_gene=OTTHUMG00000032964.18	COL20A1	ENSG00000101203.16	ENSG00000101203.16	8
chr20	HAVANA	gene	63343223	63378401	.	-	.	ID=ENSG00000101204.18;gene_id=ENSG00000101204.18;gene_type=protein_coding;gene_name=CHRNA4;level=2;hgnc_id=HGNC:1958;havana_gene=OTTHUMG00000033080.8	CHRNA4	ENSG00000101204.18	ENSG00000101204.18	20
chr20	HAVANA	gene	63400208	63472677	.	-	.	ID=ENSG00000075043.20;gene_id=ENSG00000075043.20;gene_type=protein_coding;gene_name=KCNQ2;level=2;hgnc_id=HGNC:6296;havana_gene=OTTHUMG00000033049.15	KCNQ2	ENSG00000075043.20	ENSG00000075043.20	47
chr20	HAVANA	gene	63488013	63499239	.	-	.	ID=ENSG00000101210.13;gene_id=ENSG00000101210.13;gene_type=protein_coding;gene_name=EEF1A2;level=2;hgnc_id=HGNC:3192;havana_gene=OTTHUMG00000033076.3	EEF1A2	ENSG00000101210.13	ENSG00000101210.13	8
chr20	HAVANA	gene	63558086	63574239	.	-	.	ID=ENSG00000130589.16;gene_id=ENSG00000130589.16;gene_type=protein_coding;gene_name=HELZ2;level=2;hgnc_id=HGNC:30021;havana_gene=OTTHUMG00000032969.3	HELZ2	ENSG00000130589.16	ENSG00000130589.16	6
chr20	HAVANA	gene	63657810	63696253	.	+	.	ID=ENSG00000258366.10;gene_id=ENSG00000258366.10;gene_type=protein_coding;gene_name=RTEL1;level=1;hgnc_id=HGNC:15888;tag=overlapping_locus;havana_gene=OTTHUMG00000032992.11	RTEL1	ENSG00000258366.10	ENSG00000258366.10	15
chr20	HAVANA	gene	63698642	63708025	.	-	.	ID=ENSG00000101246.20;gene_id=ENSG00000101246.20;gene_type=protein_coding;gene_name=ARFRP1;level=2;hgnc_id=HGNC:662;havana_gene=OTTHUMG00000032993.9	ARFRP1	ENSG00000101246.20	ENSG00000101246.20	14
chr20	HAVANA	gene	63707465	63736142	.	+	.	ID=ENSG00000197114.12;gene_id=ENSG00000197114.12;gene_type=protein_coding;gene_name=ZGPAT;level=2;hgnc_id=HGNC:15948;tag=overlapping_locus;havana_gene=OTTHUMG00000032998.6	ZGPAT	ENSG00000197114.12	ENSG00000197114.12	11
chr20	HAVANA	gene	63736283	63739103	.	+	.	ID=ENSG00000203896.10;gene_id=ENSG00000203896.10;gene_type=protein_coding;gene_name=LIME1;level=2;hgnc_id=HGNC:26016;tag=overlapping_locus;havana_gene=OTTHUMG00000032999.6	LIME1	ENSG00000203896.10	ENSG00000203896.10	10
chr20	HAVANA	gene	63739776	63744050	.	+	.	ID=ENSG00000125520.14;gene_id=ENSG00000125520.14;gene_type=protein_coding;gene_name=SLC2A4RG;level=2;hgnc_id=HGNC:15930;tag=overlapping_locus;havana_gene=OTTHUMG00000032997.4	SLC2A4RG	ENSG00000125520.14	ENSG00000125520.14	8
chr20	HAVANA	gene	63743668	63832038	.	-	.	ID=ENSG00000130584.12;gene_id=ENSG00000130584.12;gene_type=protein_coding;gene_name=ZBTB46;level=2;hgnc_id=HGNC:16094;havana_gene=OTTHUMG00000033001.4	ZBTB46	ENSG00000130584.12	ENSG00000130584.12	6
chr20	HAVANA	gene	63865228	63891545	.	+	.	ID=ENSG00000101150.18;gene_id=ENSG00000101150.18;gene_type=protein_coding;gene_name=TPD52L2;level=2;hgnc_id=HGNC:12007;havana_gene=OTTHUMG00000033009.2	TPD52L2	ENSG00000101150.18	ENSG00000101150.18	10
chr20	HAVANA	gene	63939829	63956416	.	-	.	ID=ENSG00000198276.16;gene_id=ENSG00000198276.16;gene_type=protein_coding;gene_name=UCKL1;level=2;hgnc_id=HGNC:15938;tag=ncRNA_host;havana_gene=OTTHUMG00000033003.8	UCKL1	ENSG00000198276.16	ENSG00000198276.16	7
chr20	HAVANA	gene	64049836	64072347	.	+	.	ID=ENSG00000171703.17;gene_id=ENSG00000171703.17;gene_type=protein_coding;gene_name=TCEA2;level=2;hgnc_id=HGNC:11614;tag=overlapping_locus;havana_gene=OTTHUMG00000033026.4	TCEA2	ENSG00000171703.17	ENSG00000171703.17	17
chr20	HAVANA	gene	64102394	64242253	.	+	.	ID=ENSG00000196132.14;gene_id=ENSG00000196132.14;gene_type=protein_coding;gene_name=MYT1;level=2;hgnc_id=HGNC:7622;havana_gene=OTTHUMG00000149988.8	MYT1	ENSG00000196132.14	ENSG00000196132.14	8
chr20	HAVANA	gene	64255695	64287821	.	+	.	ID=ENSG00000203880.12;gene_id=ENSG00000203880.12;gene_type=protein_coding;gene_name=PCMTD2;level=2;hgnc_id=HGNC:15882;havana_gene=OTTHUMG00000033029.6	PCMTD2	ENSG00000203880.12	ENSG00000203880.12	11
chr21	HAVANA	gene	5079294	5128413	.	-	.	ID=ENSG00000280071.4;gene_id=ENSG00000280071.4;gene_type=protein_coding;gene_name=GATD3B;level=2;hgnc_id=HGNC:53816;tag=overlapping_locus;havana_gene=OTTHUMG00000189357.4	GATD3B	ENSG00000280071.4	ENSG00000280071.4	11
chr21	HAVANA	gene	5130871	5154658	.	-	.	ID=ENSG00000275464.5;gene_id=ENSG00000275464.5;gene_type=protein_coding;gene_name=CH507-9B2.5;level=2;tag=overlapping_locus;havana_gene=OTTHUMG00000189361.4	CH507-9B2.5	ENSG00000275464.5	ENSG00000275464.5	8
chr21	HAVANA	gene	5553637	5614880	.	+	.	ID=ENSG00000274333.4;gene_id=ENSG00000274333.4;gene_type=lncRNA;gene_name=RP11-717F1.2;level=2;tag=ncRNA_host;havana_gene=OTTHUMG00000189364.2	RP11-717F1.2	ENSG00000274333.4	ENSG00000274333.4	13
chr21	HAVANA	gene	6228966	6267317	.	-	.	ID=ENSG00000275496.4;gene_id=ENSG00000275496.4;gene_type=lncRNA;gene_name=CH507-24F1.2;level=2;havana_gene=OTTHUMG00000189367.2	CH507-24F1.2	ENSG00000275496.4	ENSG00000275496.4	7
chr21	HAVANA	gene	6444869	6468040	.	-	.	ID=ENSG00000274276.4;gene_id=ENSG00000274276.4;gene_type=protein_coding;gene_name=CBSL;level=2;hgnc_id=HGNC:51829;havana_gene=OTTHUMG00000189375.2	CBSL	ENSG00000274276.4	ENSG00000274276.4	10
chr21	HAVANA	gene	6484623	6499261	.	-	.	ID=ENSG00000275895.7;gene_id=ENSG00000275895.7;gene_type=protein_coding;gene_name=U2AF1L5;level=2;hgnc_id=HGNC:51830;havana_gene=OTTHUMG00000189373.4	U2AF1L5	ENSG00000275895.7	ENSG00000275895.7	12
chr21	HAVANA	gene	6630182	6670695	.	-	.	ID=ENSG00000280145.3;gene_id=ENSG00000280145.3;gene_type=lncRNA;gene_name=CH507-154B10.1;level=2;tag=reference_genome_error;havana_gene=OTTHUMG00000189396.1	CH507-154B10.1	ENSG00000280145.3	ENSG00000280145.3	8
chr21	HAVANA	gene	7048891	7087229	.	+	.	ID=ENSG00000277067.4;gene_id=ENSG00000277067.4;gene_type=lncRNA;gene_name=CH507-254M2.1;level=2;havana_gene=OTTHUMG00000189370.1	CH507-254M2.1	ENSG00000277067.4	ENSG00000277067.4	6
chr21	HAVANA	gene	7430659	7469007	.	+	.	ID=ENSG00000276077.4;gene_id=ENSG00000276077.4;gene_type=lncRNA;gene_name=CH507-254M2.2;level=2;havana_gene=OTTHUMG00000189371.1	CH507-254M2.2	ENSG00000276077.4	ENSG00000276077.4	7
chr21	HAVANA	gene	7669397	7681742	.	-	.	ID=ENSG00000277991.4;gene_id=ENSG00000277991.4;gene_type=lncRNA;gene_name=CH507-338C24.1;level=2;havana_gene=OTTHUMG00000189411.1	CH507-338C24.1	ENSG00000277991.4	ENSG00000277991.4	8
chr21	HAVANA	gene	7744962	7777853	.	+	.	ID=ENSG00000273590.4;gene_id=ENSG00000273590.4;gene_type=protein_coding;gene_name=SMIM11B;level=2;hgnc_id=HGNC:51846;havana_gene=OTTHUMG00000189412.1	SMIM11B	ENSG00000273590.4	ENSG00000273590.4	7
chr21	HAVANA	gene	9325013	9368775	.	+	.	ID=ENSG00000278932.4;gene_id=ENSG00000278932.4;gene_type=lncRNA;gene_name=bP-21264C1.2;level=2;havana_gene=OTTHUMG00000189442.2	bP-21264C1.2	ENSG00000278932.4	ENSG00000278932.4	7
chr21	HAVANA	gene	9781910	9838011	.	-	.	ID=ENSG00000280081.4;gene_id=ENSG00000280081.4;gene_type=transcribed_processed_pseudogene;gene_name=LINC01667;level=2;hgnc_id=HGNC:52455;havana_gene=OTTHUMG00000189458.3	LINC01667	ENSG00000280081.4	ENSG00000280081.4	6
chr21	HAVANA	gene	13909574	13980437	.	-	.	ID=ENSG00000215559.8;gene_id=ENSG00000215559.8;gene_type=transcribed_unprocessed_pseudogene;gene_name=ANKRD20A11P;level=1;hgnc_id=HGNC:42024;tag=pseudo_consens,overlapping_locus;havana_gene=OTTHUMG00000074237.2	ANKRD20A11P	ENSG00000215559.8	ENSG00000215559.8	6
chr21	HAVANA	gene	14108813	14210955	.	-	.	ID=ENSG00000188992.12;gene_id=ENSG00000188992.12;gene_type=protein_coding;gene_name=LIPI;level=2;hgnc_id=HGNC:18821;havana_gene=OTTHUMG00000074258.5	LIPI	ENSG00000188992.12	ENSG00000188992.12	8
chr21	HAVANA	gene	14216130	14228372	.	+	.	ID=ENSG00000185272.14;gene_id=ENSG00000185272.14;gene_type=protein_coding;gene_name=RBM11;level=2;hgnc_id=HGNC:9897;havana_gene=OTTHUMG00000074263.2	RBM11	ENSG00000185272.14	ENSG00000185272.14	6
chr21	HAVANA	gene	14236206	14362754	.	+	.	ID=ENSG00000243064.8;gene_id=ENSG00000243064.8;gene_type=transcribed_unprocessed_pseudogene;gene_name=ABCC13;level=1;hgnc_id=HGNC:16022;havana_gene=OTTHUMG00000074257.3	ABCC13	ENSG00000243064.8	ENSG00000243064.8	6
chr21	HAVANA	gene	14485228	14658821	.	-	.	ID=ENSG00000155307.19;gene_id=ENSG00000155307.19;gene_type=protein_coding;gene_name=SAMSN1;level=2;hgnc_id=HGNC:10528;havana_gene=OTTHUMG00000074317.2	SAMSN1	ENSG00000155307.19	ENSG00000155307.19	12
chr21	HAVANA	gene	14676698	14763090	.	-	.	ID=ENSG00000232884.9;gene_id=ENSG00000232884.9;gene_type=lncRNA;gene_name=AF127936.3;level=2;havana_gene=OTTHUMG00000074314.16	AF127936.3	ENSG00000232884.9	ENSG00000232884.9	13
chr21	HAVANA	gene	14819699	14918552	.	-	.	ID=ENSG00000281903.2;gene_id=ENSG00000281903.2;gene_type=lncRNA;gene_name=LINC02246;level=2;hgnc_id=HGNC:53135;tag=overlapping_locus;havana_gene=OTTHUMG00000074322.7	LINC02246	ENSG00000281903.2	ENSG00000281903.2	7
chr21	HAVANA	gene	14961235	15065936	.	-	.	ID=ENSG00000180530.11;gene_id=ENSG00000180530.11;gene_type=protein_coding;gene_name=NRIP1;level=2;hgnc_id=HGNC:8001;tag=overlapping_locus;havana_gene=OTTHUMG00000074323.4	NRIP1	ENSG00000180530.11	ENSG00000180530.11	7
chr21	HAVANA	gene	15368966	15627342	.	-	.	ID=ENSG00000229425.3;gene_id=ENSG00000229425.3;gene_type=lncRNA;gene_name=AJ006998.2;level=2;havana_gene=OTTHUMG00000074333.5	AJ006998.2	ENSG00000229425.3	ENSG00000229425.3	24
chr21	HAVANA	gene	15729982	15880064	.	+	.	ID=ENSG00000155313.16;gene_id=ENSG00000155313.16;gene_type=protein_coding;gene_name=USP25;level=2;hgnc_id=HGNC:12624;havana_gene=OTTHUMG00000074343.3	USP25	ENSG00000155313.16	ENSG00000155313.16	10
chr21	HAVANA	gene	15928296	16645467	.	+	.	ID=ENSG00000215386.13;gene_id=ENSG00000215386.13;gene_type=lncRNA;gene_name=MIR99AHG;level=2;hgnc_id=HGNC:1274;tag=ncRNA_host;havana_gene=OTTHUMG00000074377.121	MIR99AHG	ENSG00000215386.13	ENSG00000215386.13	143
chr21	HAVANA	gene	17593653	17612945	.	-	.	ID=ENSG00000154640.15;gene_id=ENSG00000154640.15;gene_type=protein_coding;gene_name=BTG3;level=2;hgnc_id=HGNC:1132;havana_gene=OTTHUMG00000074501.4	BTG3	ENSG00000154640.15	ENSG00000154640.15	6
chr21	HAVANA	gene	17788974	17819386	.	-	.	ID=ENSG00000154642.11;gene_id=ENSG00000154642.11;gene_type=protein_coding;gene_name=C21orf91;level=1;hgnc_id=HGNC:16459;tag=overlapping_locus;havana_gene=OTTHUMG00000074509.8	C21orf91	ENSG00000154642.11	ENSG00000154642.11	6
chr21	HAVANA	gene	17901263	18267373	.	+	.	ID=ENSG00000154645.14;gene_id=ENSG00000154645.14;gene_type=protein_coding;gene_name=CHODL;level=2;hgnc_id=HGNC:17807;havana_gene=OTTHUMG00000074519.7	CHODL	ENSG00000154645.14	ENSG00000154645.14	7
chr21	HAVANA	gene	18561265	18760320	.	-	.	ID=ENSG00000224141.6;gene_id=ENSG00000224141.6;gene_type=lncRNA;gene_name=MIR548XHG;level=2;hgnc_id=HGNC:52006;tag=ncRNA_host;havana_gene=OTTHUMG00000074544.5	MIR548XHG	ENSG00000224141.6	ENSG00000224141.6	6
chr21	HAVANA	gene	20651450	20803816	.	-	.	ID=ENSG00000224924.7;gene_id=ENSG00000224924.7;gene_type=lncRNA;gene_name=LINC00320;level=2;hgnc_id=HGNC:19690;havana_gene=OTTHUMG00000078063.59	LINC00320	ENSG00000224924.7	ENSG00000224924.7	77
chr21	HAVANA	gene	22008756	22098518	.	-	.	ID=ENSG00000233215.6;gene_id=ENSG00000233215.6;gene_type=lncRNA;gene_name=LINC01687;level=2;hgnc_id=HGNC:52474;havana_gene=OTTHUMG00000078243.6	LINC01687	ENSG00000233215.6	ENSG00000233215.6	8
chr21	HAVANA	gene	23352929	23423778	.	-	.	ID=ENSG00000228592.2;gene_id=ENSG00000228592.2;gene_type=lncRNA;gene_name=D21S2088E;level=1;havana_gene=OTTHUMG00000078246.8	D21S2088E	ENSG00000228592.2	ENSG00000228592.2	8
chr21	HAVANA	gene	24306939	24547942	.	+	.	ID=ENSG00000237484.6;gene_id=ENSG00000237484.6;gene_type=lncRNA;gene_name=LINC01684;level=2;hgnc_id=HGNC:52472;havana_gene=OTTHUMG00000078326.28	LINC01684	ENSG00000237484.6	ENSG00000237484.6	28
chr21	HAVANA	gene	25385388	25431701	.	-	.	ID=ENSG00000185433.10;gene_id=ENSG00000185433.10;gene_type=lncRNA;gene_name=LINC00158;level=2;hgnc_id=HGNC:1283;havana_gene=OTTHUMG00000078368.23	LINC00158	ENSG00000185433.10	ENSG00000185433.10	24
chr21	HAVANA	gene	25639258	25717562	.	+	.	ID=ENSG00000154721.15;gene_id=ENSG00000154721.15;gene_type=protein_coding;gene_name=JAM2;level=2;hgnc_id=HGNC:14686;tag=overlapping_locus;havana_gene=OTTHUMG00000078441.4	JAM2	ENSG00000154721.15	ENSG00000154721.15	7
chr21	HAVANA	gene	25716503	25735673	.	-	.	ID=ENSG00000154723.13;gene_id=ENSG00000154723.13;gene_type=protein_coding;gene_name=ATP5PF;level=1;hgnc_id=HGNC:847;havana_gene=OTTHUMG00000078442.2	ATP5PF	ENSG00000154723.13	ENSG00000154723.13	8
chr21	HAVANA	gene	25880550	26171128	.	-	.	ID=ENSG00000142192.21;gene_id=ENSG00000142192.21;gene_type=protein_coding;gene_name=APP;level=1;hgnc_id=HGNC:620;tag=ncRNA_host;havana_gene=OTTHUMG00000078438.11	APP	ENSG00000142192.21	ENSG00000142192.21	17
chr21	HAVANA	gene	25928754	25952614	.	+	.	ID=ENSG00000233783.8;gene_id=ENSG00000233783.8;gene_type=lncRNA;gene_name=AP001442.2;level=2;havana_gene=OTTHUMG00000078483.6	AP001442.2	ENSG00000233783.8	ENSG00000233783.8	8
chr21	HAVANA	gene	26835755	26845409	.	-	.	ID=ENSG00000154734.16;gene_id=ENSG00000154734.16;gene_type=protein_coding;gene_name=ADAMTS1;level=2;hgnc_id=HGNC:217;havana_gene=OTTHUMG00000078688.5	ADAMTS1	ENSG00000154734.16	ENSG00000154734.16	10
chr21	HAVANA	gene	28048404	28137611	.	+	.	ID=ENSG00000232079.7;gene_id=ENSG00000232079.7;gene_type=lncRNA;gene_name=LINC01697;level=2;hgnc_id=HGNC:52485;havana_gene=OTTHUMG00000078709.5	LINC01697	ENSG00000232079.7	ENSG00000232079.7	8
chr21	HAVANA	gene	28328738	28674848	.	-	.	ID=ENSG00000232855.7;gene_id=ENSG00000232855.7;gene_type=lncRNA;gene_name=AF131217.1;level=2;havana_gene=OTTHUMG00000078747.6	AF131217.1	ENSG00000232855.7	ENSG00000232855.7	6
chr21	HAVANA	gene	28928144	28992956	.	-	.	ID=ENSG00000198862.14;gene_id=ENSG00000198862.14;gene_type=protein_coding;gene_name=LTN1;level=1;hgnc_id=HGNC:13082;havana_gene=OTTHUMG00000078803.6	LTN1	ENSG00000198862.14	ENSG00000198862.14	7
chr21	HAVANA	gene	29004384	29019360	.	-	.	ID=ENSG00000156253.7;gene_id=ENSG00000156253.7;gene_type=protein_coding;gene_name=RWDD2B;level=2;hgnc_id=HGNC:1302;havana_gene=OTTHUMG00000078805.3	RWDD2B	ENSG00000156253.7	ENSG00000156253.7	7
chr21	HAVANA	gene	29024629	29054488	.	+	.	ID=ENSG00000156256.15;gene_id=ENSG00000156256.15;gene_type=protein_coding;gene_name=USP16;level=2;hgnc_id=HGNC:12614;havana_gene=OTTHUMG00000078802.3	USP16	ENSG00000156256.15	ENSG00000156256.15	6
chr21	HAVANA	gene	29055805	29073797	.	-	.	ID=ENSG00000156261.13;gene_id=ENSG00000156261.13;gene_type=protein_coding;gene_name=CCT8;level=2;hgnc_id=HGNC:1623;tag=overlapping_locus;havana_gene=OTTHUMG00000044595.6	CCT8	ENSG00000156261.13	ENSG00000156261.13	12
chr21	HAVANA	gene	29077471	29175889	.	+	.	ID=ENSG00000156265.16;gene_id=ENSG00000156265.16;gene_type=protein_coding;gene_name=MAP3K7CL;level=2;hgnc_id=HGNC:16457;havana_gene=OTTHUMG00000078806.8	MAP3K7CL	ENSG00000156265.16	ENSG00000156265.16	16
chr21	HAVANA	gene	29194071	29630751	.	+	.	ID=ENSG00000156273.16;gene_id=ENSG00000156273.16;gene_type=protein_coding;gene_name=BACH1;level=2;hgnc_id=HGNC:935;tag=overlapping_locus;havana_gene=OTTHUMG00000078878.10	BACH1	ENSG00000156273.16	ENSG00000156273.16	13
chr21	HAVANA	gene	29536933	29940033	.	-	.	ID=ENSG00000171189.17;gene_id=ENSG00000171189.17;gene_type=protein_coding;gene_name=GRIK1;level=2;hgnc_id=HGNC:4579;havana_gene=OTTHUMG00000078879.1	GRIK1	ENSG00000171189.17	ENSG00000171189.17	8
chr21	HAVANA	gene	29748175	29764002	.	+	.	ID=ENSG00000174680.10;gene_id=ENSG00000174680.10;gene_type=lncRNA;gene_name=GRIK1-AS1;level=2;hgnc_id=HGNC:16458;havana_gene=OTTHUMG00000081875.2	GRIK1-AS1	ENSG00000174680.10	ENSG00000174680.10	7
chr21	HAVANA	gene	31118416	31559977	.	-	.	ID=ENSG00000156299.13;gene_id=ENSG00000156299.13;gene_type=protein_coding;gene_name=TIAM1;level=1;hgnc_id=HGNC:11805;havana_gene=OTTHUMG00000084869.6	TIAM1	ENSG00000156299.13	ENSG00000156299.13	7
chr21	HAVANA	gene	31671000	31732118	.	-	.	ID=ENSG00000156304.15;gene_id=ENSG00000156304.15;gene_type=protein_coding;gene_name=SCAF4;level=2;hgnc_id=HGNC:19304;havana_gene=OTTHUMG00000084903.6	SCAF4	ENSG00000156304.15	ENSG00000156304.15	6
chr21	HAVANA	gene	32402511	32612865	.	-	.	ID=ENSG00000265590.10;gene_id=ENSG00000265590.10;gene_type=protein_coding;gene_name=CFAP298-TCP10L;level=2;hgnc_id=HGNC:54636;tag=overlapping_locus;havana_gene=OTTHUMG00000064928.14	CFAP298-TCP10L	ENSG00000265590.10	ENSG00000265590.10	23
chr21	HAVANA	gene	32412006	32515397	.	+	.	ID=ENSG00000166979.13;gene_id=ENSG00000166979.13;gene_type=protein_coding;gene_name=EVA1C;level=2;hgnc_id=HGNC:13239;tag=overlapping_locus;havana_gene=OTTHUMG00000064922.6	EVA1C	ENSG00000166979.13	ENSG00000166979.13	13
chr21	HAVANA	gene	32497967	32587373	.	-	.	ID=ENSG00000242220.9;gene_id=ENSG00000242220.9;gene_type=protein_coding;gene_name=TCP10L;level=1;hgnc_id=HGNC:11657;tag=overlapping_locus;havana_gene=OTTHUMG00000064901.14	TCP10L	ENSG00000242220.9	ENSG00000242220.9	15
chr21	HAVANA	gene	32592079	32612603	.	-	.	ID=ENSG00000159079.19;gene_id=ENSG00000159079.19;gene_type=protein_coding;gene_name=CFAP298;level=1;hgnc_id=HGNC:1301;tag=overlapping_locus;havana_gene=OTTHUMG00000179510.6	CFAP298	ENSG00000159079.19	ENSG00000159079.19	8
chr21	HAVANA	gene	32628759	32728040	.	-	.	ID=ENSG00000159082.18;gene_id=ENSG00000159082.18;gene_type=protein_coding;gene_name=SYNJ1;level=1;hgnc_id=HGNC:11503;havana_gene=OTTHUMG00000064926.17	SYNJ1	ENSG00000159082.18	ENSG00000159082.18	14
chr21	HAVANA	gene	32728097	32747065	.	+	.	ID=ENSG00000238197.6;gene_id=ENSG00000238197.6;gene_type=lncRNA;gene_name=PAXBP1-AS1;level=2;hgnc_id=HGNC:39603;havana_gene=OTTHUMG00000064979.4	PAXBP1-AS1	ENSG00000238197.6	ENSG00000238197.6	14
chr21	HAVANA	gene	32733899	32771792	.	-	.	ID=ENSG00000159086.15;gene_id=ENSG00000159086.15;gene_type=protein_coding;gene_name=PAXBP1;level=1;hgnc_id=HGNC:13579;havana_gene=OTTHUMG00000064980.9	PAXBP1	ENSG00000159086.15	ENSG00000159086.15	9
chr21	HAVANA	gene	32772100	32955437	.	+	.	ID=ENSG00000205930.10;gene_id=ENSG00000205930.10;gene_type=lncRNA;gene_name=C21orf62-AS1;level=1;hgnc_id=HGNC:1290;havana_gene=OTTHUMG00000064992.10	C21orf62-AS1	ENSG00000205930.10	ENSG00000205930.10	13
chr21	HAVANA	gene	33205282	33265675	.	+	.	ID=ENSG00000159110.21;gene_id=ENSG00000159110.21;gene_type=protein_coding;gene_name=IFNAR2;level=2;hgnc_id=HGNC:5433;tag=overlapping_locus;havana_gene=OTTHUMG00000065127.39	IFNAR2	ENSG00000159110.21	ENSG00000159110.21	12
chr21	HAVANA	gene	33266367	33310187	.	+	.	ID=ENSG00000243646.10;gene_id=ENSG00000243646.10;gene_type=protein_coding;gene_name=IL10RB;level=2;hgnc_id=HGNC:5965;tag=overlapping_locus;havana_gene=OTTHUMG00000065128.9	IL10RB	ENSG00000243646.10	ENSG00000243646.10	7
chr21	HAVANA	gene	33324429	33359864	.	+	.	ID=ENSG00000142166.13;gene_id=ENSG00000142166.13;gene_type=protein_coding;gene_name=IFNAR1;level=2;hgnc_id=HGNC:5432;tag=overlapping_locus;havana_gene=OTTHUMG00000065126.11	IFNAR1	ENSG00000142166.13	ENSG00000142166.13	7
chr21	HAVANA	gene	33403413	33479348	.	+	.	ID=ENSG00000159128.15;gene_id=ENSG00000159128.15;gene_type=protein_coding;gene_name=IFNGR2;level=2;hgnc_id=HGNC:5440;havana_gene=OTTHUMG00000065188.5	IFNGR2	ENSG00000159128.15	ENSG00000159128.15	6
chr21	HAVANA	gene	33432485	33479974	.	-	.	ID=ENSG00000142188.17;gene_id=ENSG00000142188.17;gene_type=protein_coding;gene_name=TMEM50B;level=2;hgnc_id=HGNC:1280;havana_gene=OTTHUMG00000065286.13	TMEM50B	ENSG00000142188.17	ENSG00000142188.17	10
chr21	HAVANA	gene	33503931	33543491	.	-	.	ID=ENSG00000159131.17;gene_id=ENSG00000159131.17;gene_type=protein_coding;gene_name=GART;level=2;hgnc_id=HGNC:4163;tag=overlapping_locus;havana_gene=OTTHUMG00000065628.26	GART	ENSG00000159131.17	ENSG00000159131.17	18
chr21	HAVANA	gene	33543038	33577481	.	+	.	ID=ENSG00000159140.21;gene_id=ENSG00000159140.21;gene_type=protein_coding;gene_name=SON;level=1;hgnc_id=HGNC:11183;tag=ncRNA_host;havana_gene=OTTHUMG00000065806.8	SON	ENSG00000159140.21	ENSG00000159140.21	20
